YEAR,DYAD,XIJL,GNPIL,POPIL,POPJL,ALLIAL,DEMDL,DISTANCL,MIDL,CGNPJL,TAUL,STIN,BIALL,MULTIALL
1907,1,5.689129829,9.773479462,3.695606947,4.143292904,0,0,6.306274891,0,10.08710957,0.420792192,2007,0,0
1908,1,5.672926903,9.772117615,3.698086977,4.156692982,0,0,6.306274891,0,10.11042976,0.422354013,2008,0,0
1909,1,5.830953121,9.839673042,3.699572086,4.170070171,0,0,6.306274891,0,10.14536953,0.423835188,2009,0,0
1910,1,5.891768932,9.818685532,3.702289104,4.183117867,0,0,6.306274891,0,10.13743019,0.423835188,2010,0,0
1911,1,5.878455162,9.913754463,3.69461298,4.195095062,0,0,6.306274891,0,10.18642998,0.423835188,2011,0,0
1912,1,5.877773762,9.970170975,3.705491066,4.206929207,0,0,6.306274891,0,10.2198,0.422354013,2012,0,0
1913,1,5.905951023,9.949394226,3.707947016,4.219213009,0,0,6.306274891,0,10.21259975,0.422354013,2013,0,0
1920,1,4.868830204,9.621290207,3.688879013,,0,0.693147182,6.306274891,0.693147182,,0.304198414,2020,0,0
1921,1,5.215109825,9.475878716,3.694861889,,0,0.693147182,6.306274891,0,,0.300301999,2021,0,0
1922,1,5.423250198,9.788370132,3.699325085,4.141545773,0,0.693147182,6.306274891,0,,0.300676912,2022,0,0
1923,1,4.511836052,9.665275574,3.710640907,4.148043156,0,0.693147182,6.306274891,0,,0.300676912,2023,0,0
1924,1,5.651185989,9.651626587,3.721105099,4.154183865,0,0.693147182,6.306274891,0,,0.297254205,2024,0,0
1925,1,5.499729156,9.663784981,3.728100061,4.14962101,0,0.693147182,6.306274891,0,9.969902039,0.297675788,2025,0,0
1926,1,5.242063046,9.537965775,3.734570026,4.168679237,0,0.693147182,6.306274891,0,9.933625221,0.283533812,2026,0,0
1927,1,5.862555981,9.685836792,3.73623991,4.174695015,0,0.693147182,6.306274891,0,10.15692043,0.280269712,2027,0,0
1928,1,5.708366871,9.778189659,3.738858938,4.1803689,0,0.693147182,6.306274891,0,10.21440983,0.280269712,2028,0,0
1929,1,5.538874149,9.824456215,3.743130922,4.185708046,0,0.693147182,6.306274891,0,10.15896988,0.280269712,2029,0,0
1930,1,5.957124233,10.34107971,3.752089024,4.190865993,0,0.693147182,6.306274891,0,10.60990047,0.2765643,2030,0,0
1931,1,5.638793945,10.32318974,3.7579391,4.195998192,0,0.693147182,6.306274891,0,10.4896698,0.2765643,2031,0,0
1932,1,5.266108036,10.31470013,3.7579391,4.20050478,0,0.693147182,6.306274891,0,10.4603796,0.464897096,2032,0,0
1933,1,5.329029083,10.30121994,3.758639097,4.19298315,0.693147182,0,6.306274891,0,10.62514973,0.681208789,2033,0,0.693147182
1934,1,5.441845894,10.18739033,3.760036945,4.210793018,0.693147182,0,6.306274891,0,10.70981979,0.721141279,2034,0,0.693147182
1935,1,4.783915997,10.04539967,3.75980401,4.217594147,0.693147182,0,6.306274891,0,10.8108902,0.721141279,2035,0,0.693147182
1936,1,4.228120804,10.12355042,3.759104967,4.227272034,0.693147182,0,6.306274891,0.693147182,10.89025021,0.690948009,2036,0,0.693147182
1937,1,4.631089211,10.02120018,3.759571075,4.231639862,0,0,6.306274891,0,10.95860004,0.508475721,2037,0,0
1938,1,4.486814976,9.885046005,3.760268927,4.242189884,0.693147182,0,6.306274891,0.693147182,11.08617973,0.650299072,2038,0,0.693147182
1939,1,3.815545082,,3.758872032,4.252913952,0.693147182,0,6.306274891,0.693147182,,0.553680122,2039,0,0.693147182
1947,1,3.959497929,,3.730021,3.821660995,0,0,5.52146101,0,,0.303822905,2047,0,0
1948,1,4.666532993,,3.74028492,3.844599962,0,0,5.52146101,0,,0.299412102,2048,0,0
1949,1,4.904775143,10.30998993,3.749032974,3.86093998,0,0.693147182,5.52146101,0,,0.286336899,2049,0,0
1950,1,5.460927963,10.24938965,3.757472038,3.888753891,0,0.693147182,5.52146101,0,10.02359009,0.286336899,2050,0,0
1951,1,5.197039127,10.37572002,3.764914036,3.906608105,0,0.693147182,5.52146101,0,10.15252972,0.282795489,2051,0,0
1952,1,5.297069073,10.5176096,3.771841049,3.905803919,0,0.693147182,5.52146101,0,10.26696968,0.283361793,2052,0,0
1953,1,5.511450768,10.55263042,3.77849102,3.914819002,0,0.693147182,5.52146101,0,10.33356953,0.867156684,2053,0,0
1954,1,5.730728149,10.60540962,3.785552025,3.925729036,0,0.693147182,5.52146101,0,10.40005016,0.812808692,2054,0,0
1955,1,6.094202042,10.67576027,3.793915033,3.935544014,0.693147182,0.693147182,5.52146101,0,10.53423977,0.812756121,2055,0.693147182,0
1956,1,6.016858101,10.76716042,3.803101063,3.989168882,0.693147182,0.693147182,5.52146101,0,10.61658955,0.81260711,2056,0.693147182,0
1957,1,6.122662067,10.79436016,3.813528061,4.001132011,0.693147182,0.693147182,5.52146101,0,10.66539001,0.812514603,2057,0.693147182,0
1958,1,6.07353878,10.77869987,3.824065924,4.012591839,0.693147182,0.693147182,5.52146101,0,10.7070303,0.812470198,2058,0.693147182,0
1959,1,6.384928226,10.70092964,3.8338449,4.023207188,0.693147182,0.693147182,5.52146101,0,10.78361988,0.812514603,2059,0.693147182,0
1960,1,6.616447926,10.78606987,3.843316078,4.033000946,0.693147182,0.693147182,5.52146101,0,10.95926952,0.811864614,2060,0.693147182,0
1961,1,6.755764008,10.86067009,3.853545904,4.04620409,0.693147182,0.693147182,5.52146101,0,11.08028984,0.811753511,2061,0.693147182,0
1962,1,6.893881798,10.96173954,3.871201038,4.057681084,0.693147182,0.693147182,5.52146101,0,11.15594959,0.811603427,2062,0.693147182,0
1963,1,6.93563509,11.06529999,3.888753891,4.067143917,0.693147182,0.693147182,5.52146101,0,11.20536995,0.811557174,2063,0.693147182,0
1964,1,7.076897144,11.15536976,3.900152922,4.077029228,0.693147182,0.693147182,5.52146101,0,11.28724957,0.811491311,2064,0.693147182,0
1965,1,7.275002003,11.20884991,3.907211065,4.087991238,0.693147182,0.693147182,5.52146101,0,11.35157967,0.81144923,2065,0.693147182,0
1966,1,7.325801849,11.26590443,3.915218115,4.102643013,0.693147182,0.693147182,5.52146101,0,11.39686203,0.811350882,2066,0.693147182,0
1967,1,7.2315979,11.3122921,3.922962904,4.108739853,0.693147182,0.693147182,5.52146101,0,11.37910938,0.811332226,2067,0.693147182,0
1968,1,7.369142056,11.3530035,3.930058956,4.113656998,0.693147182,0.693147182,5.52146101,0,11.41561699,0.811278224,2068,0.693147182,0
1969,1,7.58135891,11.38237667,3.938081026,4.118061066,0.693147182,0.693147182,5.52146101,0,11.49916935,0.811278224,2069,0.693147182,0
1970,1,7.70773077,11.37944221,3.946810961,4.12244606,0.693147182,0.693147182,5.52146101,0,11.62935543,0.797938585,2070,0.693147182,0
1971,1,7.838096142,11.44683743,3.956039906,4.131801128,0.693147182,0.693147182,5.52146101,0,11.74022675,0.813888073,2071,0.693147182,0
1972,1,8.035934448,11.61673927,3.96461606,4.137883186,0.693147182,0.693147182,5.52146101,0,11.87940216,0.813888073,2072,0.693147182,0
1973,1,8.210372925,11.81807137,3.972742081,4.142658234,0.693147182,0.693147182,5.52146101,0,12.12407494,0.813862085,2073,0.693147182,0
1974,1,8.229714394,11.77706051,3.979495049,4.143768787,0.693147182,0.693147182,5.52146101,0,12.11191177,0.813836813,2074,0.693147182,0
1975,1,8.232962608,11.94099998,3.98508811,4.140432835,0.693147182,0.693147182,5.52146101,0,12.1172142,0.81375438,2075,0.693147182,0
1976,1,8.286662102,11.90230751,3.987315893,4.135325909,0.693147182,0.693147182,5.52146101,0,12.12826061,0.813743412,2076,0.693147182,0
1977,1,8.341992378,11.93252373,3.991758108,4.133564949,0.693147182,0.693147182,5.52146101,0,12.20745277,0.813732386,2077,0.693147182,0
1978,1,8.471572876,12.07424068,3.995995998,4.13212204,0.693147182,0.693147182,5.52146101,0,12.35624886,0.867156684,2078,0.693147182,0
1979,1,8.601513863,12.15432072,4.000216961,4.134205818,0.693147182,0.693147182,5.52146101,0,12.4153223,0.867156684,2079,0.693147182,0
1980,1,8.531666756,12.15812111,4.005148888,4.135807037,0.693147182,0.693147182,5.52146101,0,12.35539055,0.867156684,2080,0.693147182,0
1981,1,8.263696671,11.93113518,3.954699039,4.137722969,0.693147182,0.693147182,5.52146101,0,12.08365631,0.867156684,2081,0.693147182,0
1982,1,8.108967781,11.81682491,4.016023159,4.136765003,0.693147182,0.693147182,5.52146101,0,11.98375511,0.867156684,2082,0.693147182,0
1983,1,8.113225937,11.73069286,4.02051878,4.133244991,0.693147182,0.693147182,5.52146101,0,11.95366859,0.867156684,2083,0.693147182,0
1984,1,8.037465096,11.61063766,4.024457932,4.129229069,0.693147182,0.693147182,5.52146101,0,11.84368324,0.867156684,2084,0.693147182,0
1985,1,8.065944672,11.65275002,4.054911137,4.126649857,0.693147182,0.693147182,5.52146101,0,11.83285046,0.867156684,2085,0.693147182,0
1986,1,8.320422173,11.96384621,4.032291889,4.127295017,0.693147182,0.693147182,5.52146101,0,12.16557026,0.867156684,2086,0.693147182,0
1987,1,8.49859333,12.12354851,4.036539078,4.128584862,0.693147182,0.693147182,5.52146101,0,12.35071373,0.867156684,2087,0.693147182,0
1988,1,8.564023018,12.1594696,4.040944099,4.13388586,0.693147182,0.693147182,5.52146101,0,12.38266277,0.867156684,2088,0.693147182,0
1989,1,8.560745239,12.11492252,4.045855045,4.142975807,0.693147182,0.693147182,5.52146101,0,12.33858871,0.867156684,2089,0.693147182,0
1990,1,8.781020164,12.27282906,4.055777073,4.162469864,0.693147182,0.693147182,5.52146101,0,12.51727295,,2090,0.693147182,0
1907,2,4.793039799,9.773479462,3.695606947,3.572627068,0.693147182,0,6.535241127,0,9.145785332,0.497347891,2107,0,0.693147182
1908,2,4.742310047,9.772117615,3.698086977,3.580459118,0.693147182,0,6.535241127,0,9.14350605,0.498948306,2108,0,0.693147182
1909,2,4.927904129,9.839673042,3.699572086,3.56133008,0.693147182,0.693147182,6.535241127,0,9.217765808,0.572371781,2109,0,0.693147182
1910,2,5.046497822,9.818685532,3.702289104,3.570940018,0.693147182,0.693147182,6.535241127,0,9.184242249,0.572371781,2110,0,0.693147182
1911,2,4.832925797,9.913754463,3.69461298,3.574310064,0.693147182,0.693147182,6.535241127,0,9.274559975,0.572371781,2111,0,0.693147182
1912,2,4.881271839,9.970170975,3.705491066,3.587677002,0.693147182,0.693147182,6.535241127,0.693147182,9.290717125,0.570775628,2112,0,0.693147182
1913,2,4.869476795,9.949394226,3.707947016,3.590162992,0.693147182,0.693147182,6.535241127,0,9.300369263,0.570775628,2113,0,0.693147182
1920,2,4.685931206,9.621290207,3.688879013,3.620064974,0,0,6.535241127,0,8.909667015,0.304198414,2120,0,0
1921,2,4.217947006,9.475878716,3.694861889,3.669950962,0,0,6.535241127,0,8.782664299,0.300301999,2121,0,0
1922,2,4.52478981,9.788370132,3.699325085,3.673003912,0,0,6.535241127,0,9.018116951,0.300676912,2122,0,0
1923,2,4.593568802,9.665275574,3.710640907,3.679838896,0,0,6.535241127,0,9.054245949,0.300676912,2123,0,0
1924,2,4.673773766,9.651626587,3.721105099,3.687128067,0,0,6.535241127,0,9.050902367,0.468586713,2124,0,0
1925,2,4.958786964,9.663784981,3.728100061,3.696352005,0,0,6.535241127,0,9.161883354,0.469335496,2125,0,0
1926,2,4.731965065,9.537965775,3.734570026,3.704507113,0,0,6.535241127,0,9.181241989,0.522673786,2126,0,0
1927,2,4.701869011,9.685836792,3.73623991,3.713572025,0,0,6.535241127,0,9.330071449,0.577314317,2127,0,0
1928,2,4.742585182,9.778189659,3.738858938,3.723038912,0,0,6.535241127,0,9.372562408,0.447438806,2128,0,0
1929,2,4.779242992,9.824456215,3.743130922,3.730741024,0,0,6.535241127,0,9.363854408,0.447438806,2129,0,0
1930,2,5.056001186,10.34107971,3.752089024,3.740047932,0,0,6.535241127,0,9.794563293,0.524321675,2130,0,0
1931,2,4.625805855,10.32318974,3.7579391,3.741945982,0,0,6.535241127,0,9.730145454,0.376031399,2131,0,0
1932,2,4.226409912,10.31470013,3.7579391,3.755603075,0,0,6.535241127,0,9.763133049,0.363076001,2132,0,0
1933,2,4.100855827,10.30121994,3.758639097,3.763523102,0.693147182,0,6.535241127,0,9.765895844,0.625545084,2133,0,0.693147182
1934,2,4.171219826,10.18739033,3.760036945,3.771610975,0.693147182,0,6.535241127,0,9.705900192,0.607607305,2134,0,0.693147182
1935,2,4.223023891,10.04539967,3.75980401,3.779633999,0.693147182,0,6.535241127,0,9.74475193,0.607607305,2135,0,0.693147182
1936,2,2.706968069,10.12355042,3.759104967,3.78237009,0.693147182,0,6.535241127,0,9.598442078,0.607607305,2136,0,0.693147182
1937,2,3.738620043,10.02120018,3.759571075,3.793689966,0.693147182,0,6.535241127,0,9.503846169,0.60760963,2137,0,0.693147182
1938,2,3.17869401,9.885046005,3.760268927,3.801762104,0.693147182,0,6.535241127,0,9.580597878,0.640404582,2138,0,0.693147182
1939,2,2.680073977,,3.758872032,3.812423944,0,0,6.535241127,0,9.683844566,0.50400883,2139,0,0
1947,2,2.997423887,,3.730021,3.850997925,0,0.693147182,6.535241127,0,9.551391602,0.303822905,2147,0,0
1948,2,3.079792023,,3.74028492,3.858200073,0,0.693147182,6.535241127,0,9.58733654,0.299412102,2148,0,0
1949,2,4.006771088,10.30998993,3.749032974,3.859466076,0.693147182,0.693147182,6.535241127,0,9.599509239,0.867156684,2149,0.693147182,0
1950,2,4.367623806,10.24938965,3.757472038,3.866398096,0.693147182,0.693147182,6.535241127,0,9.602610588,0.867156684,2150,0.693147182,0
1951,2,4.518249989,10.37572002,3.764914036,3.873281956,0.693147182,0.693147182,6.535241127,0,9.688302994,0.867156684,2151,0.693147182,0
1952,2,4.570981979,10.5176096,3.771841049,3.878465891,0.693147182,0.693147182,6.535241127,0,9.805484772,0.867156684,2152,0.693147182,0
1953,2,4.742294788,10.55263042,3.77849102,3.883829117,0.693147182,0.693147182,6.535241127,0,9.894318581,0.867156684,2153,0.693147182,0
1954,2,4.971917152,10.60540962,3.785552025,3.872658014,0.693147182,0.693147182,6.535241127,0,9.946905136,0.812808692,2154,0.693147182,0
1955,2,5.119973183,10.67576027,3.793915033,3.879292965,0.693147182,0.693147182,6.535241127,0,10.04654026,0.812756121,2155,0.693147182,0
1956,2,5.087502003,10.76716042,3.803101063,3.884856939,0.693147182,0.693147182,6.535241127,0,10.12390995,0.81260711,2156,0.693147182,0
1957,2,5.142663002,10.79436016,3.813528061,3.890391111,0.693147182,0.693147182,6.535241127,0,10.17035961,0.812514603,2157,0.693147182,0
1958,2,4.951468945,10.77869987,3.824065924,3.898329973,0.693147182,0.693147182,6.535241127,0,10.19569016,0.812470198,2158,0.693147182,0
1959,2,5.374849796,10.70092964,3.8338449,3.903990984,0.693147182,0.693147182,6.535241127,0,10.24475956,0.812514603,2159,0.693147182,0
1960,2,5.762691021,10.78606987,3.843316078,3.911422968,0.693147182,0.693147182,6.535241127,0,10.33854008,0.811864614,2160,0.693147182,0
1961,2,5.949786186,10.86067009,3.853545904,3.915218115,0.693147182,0.693147182,6.535241127,0,10.43328953,0.811753511,2161,0.693147182,0
1962,2,6.063910007,10.96173954,3.871201038,3.92316103,0.693147182,0.693147182,6.535241127,0,10.54656982,0.811603427,2162,0.693147182,0
1963,2,6.351635933,11.06529999,3.888753891,3.930648088,0.693147182,0.693147182,6.535241127,0,10.68402958,0.811557174,2163,0.693147182,0
1964,2,6.26550293,11.15536976,3.900152922,3.940416098,0.693147182,0.693147182,6.535241127,0,10.74514961,0.811491311,2164,0.693147182,0
1965,2,6.302869797,11.20884991,3.907211065,3.948162079,0.693147182,0.693147182,6.535241127,0,10.82505989,0.81144923,2165,0.693147182,0
1966,2,6.479063988,11.26590443,3.915218115,3.976499081,0.693147182,0.693147182,6.535241127,0,10.82427692,0.711764276,2166,0.693147182,0
1967,2,6.60137701,11.3122921,3.922962904,3.982853889,0.693147182,0.693147182,6.535241127,0,10.88820362,0.711818874,2167,0.693147182,0
1968,2,6.669013023,11.3530035,3.930058956,3.988799095,0.693147182,0.693147182,6.535241127,0,10.92741013,0.711977482,2168,0.693147182,0
1969,2,6.901470184,11.38237667,3.938081026,3.994891882,0.693147182,0.693147182,6.535241127,0,10.97248554,0.711977482,2169,0.693147182,0
1970,2,7.095768929,11.37944221,3.946810961,4.001132011,0.693147182,0.693147182,6.535241127,0,11.09936333,0.712028623,2170,0.693147182,0
1971,2,7.168087006,11.44683743,3.956039906,4.007514954,0.693147182,0.693147182,6.535241127,0,11.14787102,0.705059826,2171,0.693147182,0
1972,2,7.426983833,11.61673927,3.96461606,4.014760017,0.693147182,0.693147182,6.535241127,0,11.26399899,0.705059826,2172,0.693147182,0
1973,2,7.710132122,11.81807137,3.972742081,4.021773815,0.693147182,0.693147182,6.535241127,0,11.39189339,0.705140889,2173,0.693147182,0
1974,2,7.8385849,11.77706051,3.979495049,4.027135849,0.693147182,0.693147182,6.535241127,0,11.4087162,0.705219686,2174,0.693147182,0
1975,2,7.693776131,11.94099998,3.98508811,4.032468796,0.693147182,0.693147182,6.535241127,0,11.44056702,0.705477715,2175,0.693147182,0
1976,2,7.826170921,11.90230751,3.987315893,4.037774086,0.693147182,0.693147182,6.535241127,0,11.37114716,0.705512404,2176,0.693147182,0
1977,2,7.851338863,11.93252373,3.991758108,4.041821957,0.693147182,0.693147182,6.535241127,0,11.45965385,0.705546677,2177,0.693147182,0
1978,2,8.00729847,12.07424068,3.995995998,4.045330048,0.693147182,0.693147182,6.535241127,0,11.59464073,0.748874128,2178,0.693147182,0
1979,2,8.19338131,12.15432072,4.000216961,4.048126221,0.693147182,0.693147182,6.535241127,0,11.71034527,0.748924911,2179,0.693147182,0
1980,2,8.282439232,12.15812111,4.005148888,4.05056715,0.693147182,0.693147182,6.535241127,0,11.77138329,0.729187012,2180,0.693147182,0
1981,2,8.00412178,11.93113518,3.954699039,4.051959038,0.693147182,0.693147182,6.535241127,0,11.56177521,0.729187012,2181,0.693147182,0
1982,2,7.840323925,11.81682491,4.016023159,4.054216862,0.693147182,0.693147182,6.535241127,0,11.49647808,0.73854363,2182,0.693147182,0
1983,2,7.71949482,11.73069286,4.02051878,4.057681084,0.693147182,0.693147182,6.535241127,0,11.49878216,0.73854363,2183,0.693147182,0
1984,2,7.737752914,11.61063766,4.024457932,4.060442924,0.693147182,0.693147182,6.535241127,0,11.44649029,0.73854363,2184,0.693147182,0
1985,2,7.751153946,11.65275002,4.054911137,4.062853813,0.693147182,0.693147182,6.535241127,0,11.44514847,0.73854363,2185,0.693147182,0
1986,2,8.007198334,11.96384621,4.032291889,4.064743996,0.693147182,0.693147182,6.535241127,0,11.76714993,0.73854363,2186,0.693147182,0
1987,2,8.181165695,12.12354851,4.036539078,4.066287994,0.693147182,0.693147182,6.535241127,0,11.96102619,0.73854363,2187,0.693147182,0
1988,2,8.27193737,12.1594696,4.040944099,4.068000793,0.693147182,0.693147182,6.535241127,0,12.01764202,0.73854363,2188,0.693147182,0
1989,2,8.282044411,12.11492252,4.045855045,4.069709778,0.693147182,0.693147182,6.535241127,0,12.00299644,0.73854363,2189,0.693147182,0
1990,2,8.359799385,12.27282906,4.055777073,4.071757793,0.693147182,0.693147182,6.535241127,0,12.1795063,0.7291255,2190,0.693147182,0
1907,3,,9.773479462,3.695606947,3.879913092,0.693147182,0,8.708144188,0,8.388038635,0.768103182,2207,0,0.693147182
1908,3,,9.772117615,3.698086977,3.891207933,0.693147182,0,8.708144188,0,8.430002213,0.724074423,2208,0,0.693147182
1909,3,1.734271049,9.839673042,3.699572086,3.902981997,0.693147182,0,8.708144188,0,8.427695274,0.724656999,2209,0,0.693147182
1910,3,1.821668029,9.818685532,3.702289104,3.915616989,0.693147182,0,8.708144188,0,8.424102783,0.769048095,2210,0,0.693147182
1911,3,2.038230896,9.913754463,3.69461298,3.928879976,0.693147182,0,8.708144188,0,8.553215027,0.769048095,2211,0,0.693147182
1912,3,1.496235967,9.970170975,3.705491066,3.943134069,0.693147182,0,8.708144188,0,8.588624954,0.768587828,2212,0,0.693147182
1913,3,2.004232883,9.949394226,3.707947016,3.957187891,0.693147182,0,8.708144188,0,8.610847473,0.768587828,2213,0,0.693147182
1920,3,,9.621290207,3.688879013,4.042348862,0,0,8.708144188,0,9.140746117,0.296428412,2220,0,0
1921,3,,9.475878716,3.694861889,4.054737091,0,0,8.708144188,0,9.148695946,0.290826499,2221,0,0
1922,3,2.526510954,9.788370132,3.699325085,4.067143917,0,0,8.708144188,0,9.249128342,0.300676912,2222,0,0
1923,3,2.618310928,9.665275574,3.710640907,4.079568863,0,0,8.708144188,0,9.204681396,0.300676912,2223,0,0
1924,3,2.825880051,9.651626587,3.721105099,4.0923419,0,0,8.708144188,0,9.080224037,0.297254205,2224,0,0
1925,3,2.830477953,9.663784981,3.728100061,4.106603146,0,0,8.708144188,0,9.094249725,0.297675788,2225,0,0
1926,3,2.716125965,9.537965775,3.734570026,4.122931957,0,0,8.708144188,0,9.206435204,0.295119911,2226,0,0
1927,3,3.104901075,9.685836792,3.73623991,4.137722969,0,0,8.708144188,0,9.250472069,0.292846799,2227,0,0
1928,3,2.608622074,9.778189659,3.738858938,4.152614117,0,0,8.708144188,0,9.253408432,0.292846799,2228,0,0
1929,3,2.609488964,9.824456215,3.743130922,4.166045189,0,0,8.708144188,0,9.234656334,0.292846799,2229,0,0
1930,3,2.773317099,10.34107971,3.752089024,4.181285858,0,0,8.708144188,0,9.692567825,0.290271193,2230,0,0
1931,3,2.593826056,10.32318974,3.7579391,4.19659996,0,0,8.708144188,0,9.676372528,0.290271193,2231,0,0
1932,3,2.797235966,10.31470013,3.7579391,4.211090088,0,0,8.708144188,0,9.219715118,0.288369894,2232,0,0
1933,3,2.714272022,10.30121994,3.758639097,4.225811005,0,0,8.708144188,0,9.079059601,0.281809092,2233,0,0
1934,3,2.493721962,10.18739033,3.760036945,4.23858881,0,0,8.708144188,0,9.008108139,0.282477111,2234,0,0
1935,3,2.442639112,10.04539967,3.75980401,4.252059937,0,0,8.708144188,0,9.013049126,0.282477111,2235,0,0
1936,3,2.25147295,10.12355042,3.759104967,4.264227867,0,0,8.708144188,0,9.072136879,0.408751488,2236,0,0
1937,3,2.438973904,10.02120018,3.759571075,4.271513939,0,0,8.708144188,0,9.303201675,0.402212709,2237,0,0
1938,3,1.745097041,9.885046005,3.760268927,4.276804924,0,0,8.708144188,0,9.441511154,0.50891602,2238,0,0
1939,3,1.422101021,,3.758872032,4.28192997,0,0,8.708144188,0,9.567782402,0.388775587,2239,0,0
1947,3,0.0597216,,3.730021,4.370713234,0,0,8.708144188,0,10.21883011,0.303822905,2247,0,0
1948,3,0.489081115,,3.74028492,4.394449234,0,0,8.708144188,0,9.169531822,0.299412102,2248,0,0
1949,3,1.158434033,10.30998993,3.749032974,4.41606617,0,0.693147182,8.708144188,0,9.128446579,0.286336899,2249,0,0
1950,3,1.675948977,10.24938965,3.757472038,4.433195114,0,0.693147182,8.708144188,0,9.275427818,0.286336899,2250,0,0
1951,3,2.836340904,10.37572002,3.764914036,4.448984146,0,0.693147182,8.708144188,0,9.520264626,0.282795489,2251,0,0
1952,3,1.915017962,10.5176096,3.771841049,4.463722229,0,0.693147182,8.708144188,0,9.631088257,0.283361793,2252,0,0
1953,3,3.017426014,10.55263042,3.77849102,4.477108955,0,0.693147182,8.708144188,0,9.744386673,0.282232106,2253,0,0
1954,3,2.552098989,10.60540962,3.785552025,4.491329193,0,0.693147182,8.708144188,0,9.846385002,0.277393699,2254,0,0
1955,3,2.5522089,10.67576027,3.793915033,4.502915859,0,0.693147182,8.708144188,0,9.947407722,0.278007507,2255,0,0
1956,3,2.804507017,10.76716042,3.803101063,4.51272583,0,0.693147182,8.708144188,0,10.05405998,0.279751599,2256,0,0
1957,3,2.960009098,10.79436016,3.813528061,4.521028042,0,0.693147182,8.708144188,0,10.14978027,0.280839413,2257,0,0
1958,3,2.651043892,10.77869987,3.824065924,4.530123234,0,0.693147182,8.708144188,0,10.16326046,0.281362593,2258,0,0
1959,3,2.877779007,10.70092964,3.8338449,4.539457798,0,0.693147182,8.708144188,0,10.27097034,0.280839413,2259,0,0
1960,3,3.120428085,10.78606987,3.843316078,4.547752857,0,0.693147182,8.708144188,0,10.43626976,0.288584113,2260,0,0
1961,3,3.371741056,10.86067009,3.853545904,4.55692482,0,0.693147182,8.708144188,0,10.63798046,0.289925814,2261,0,0
1962,3,3.334005117,10.96173954,3.871201038,4.566221237,0,0.693147182,8.708144188,0,10.73040009,0.291748285,2262,0,0
1963,3,3.563730955,11.06529999,3.888753891,4.576461792,0,0.693147182,8.708144188,0,10.86291981,0.292310715,2263,0,0
1964,3,3.727797031,11.15536976,3.900152922,4.586802006,0,0.693147182,8.708144188,0,11.01790047,0.293116391,2264,0,0
1965,3,3.599811077,11.20884991,3.907211065,4.597943783,0,0.693147182,8.708144188,0,11.10046959,0.293629795,2265,0,0
1966,3,3.750591993,11.26590443,3.915218115,4.613039017,0,0.693147182,8.708144188,0,11.25701427,0.294836998,2266,0,0
1967,3,4.02177906,11.3122921,3.922962904,4.623304844,0,0.693147182,8.708144188,0,11.38367367,0.295066297,2267,0,0
1968,3,4.235898018,11.3530035,3.930058956,4.634340763,0,0.693147182,8.708144188,0,11.50979233,0.295731515,2268,0,0
1969,3,4.35004282,11.38237667,3.938081026,4.646024227,0,0.693147182,8.708144188,0,11.61630535,0.295731515,2269,0,0
1970,3,4.540762901,11.37944221,3.946810961,4.657193184,0,0.693147182,8.708144188,0,11.72502708,0.295946091,2270,0,0
1971,3,4.505832195,11.44683743,3.956039906,4.670021057,0,0.693147182,8.708144188,0,11.8074522,0.296288192,2271,0,0
1972,3,4.865836143,11.61673927,3.96461606,4.683888912,0,0.693147182,8.708144188,0,12.03758144,0.296288192,2272,0,0
1973,3,5.432534218,11.81807137,3.972742081,4.706913948,0,0.693147182,8.708144188,0,12.29836655,0.2966865,2273,0,0
1974,3,5.399622917,11.77706051,3.979495049,4.710969925,0,0.693147182,8.708144188,0,12.29675293,0.297072798,2274,0,0
1975,3,5.114161015,11.94099998,3.98508811,4.723575115,0,0.693147182,8.708144188,0,12.29505634,0.298337013,2275,0,0
1976,3,5.164800167,11.90230751,3.987315893,4.73417902,0,0.693147182,8.708144188,0,12.35377789,0.298507214,2276,0,0
1977,3,5.185566902,11.93252373,3.991758108,4.743713856,0,0.693147182,8.708144188,0,12.49663258,0.29867509,2277,0,0
1978,3,5.398293018,12.07424068,3.995995998,4.752727985,0,0.693147182,8.708144188,0,12.76355267,0.293617994,2278,0,0
1979,3,5.706789017,12.15432072,4.000216961,4.761062145,0,0.693147182,8.708144188,0,12.70114136,0.293815911,2279,0,0
1980,3,5.73989296,12.15812111,4.005148888,4.769073009,0,0.693147182,8.708144188,0,12.61962414,0.293815911,2280,0,0
1981,3,5.573307991,11.93113518,3.954699039,4.776261806,0,0.693147182,8.708144188,0,12.61904144,0.293815911,2281,0,0
1982,3,5.578622818,11.81682491,4.016023159,4.783148766,0,0.693147182,8.708144188,0,12.48762417,0.292823792,2282,0,0
1983,3,5.547223091,11.73069286,4.02051878,4.790071011,0,0.693147182,8.708144188,0,12.54311752,0.292823792,2283,0,0
1984,3,5.450666904,11.61063766,4.024457932,4.796452045,0,0.693147182,8.708144188,0,12.56552982,0.292823792,2284,0,0
1985,3,5.558485031,11.65275002,4.054911137,4.802709103,0,0.693147182,8.708144188,0,12.5994482,0.292823792,2285,0,0
1986,3,5.843360901,11.96384621,4.032291889,4.808029175,0,0.693147182,8.708144188,0,12.96998024,0.292823792,2286,0,0
1987,3,6.123343945,12.12354851,4.036539078,4.812915802,0,0.693147182,8.708144188,0,13.12732887,0.292823792,2287,0,0
