crisis,crisname,year,chall,def,chalwin3,chalwin4,relcapbl,rlstake3,relres4,chalnuke,defnukes,allycpbl,chaldemc,defdemoc,demcapbl,joinreg,audresq4,audadvsq,allies,chalmajr,defmajor,chaliss,defiss,chalcpbl,defcapbl,chpowicb,dfpowicb,nwsevvio,nwcenvio,chalmgt,defmgt,deftrigr,dfmajres
185,"BERLIN",1961,265,260,3,4,.1749895,0,0,0,0,0,2,21,7.349559,42,0,361,0,0,0,4,3,.00834,.03932,4,3,1,1,1,1,3,3
185,"BERLIN",1961,365,2,2,3,.4475385,0,0,1,1,0,4,21,37.59324,84,0,289,0,1,1,2,2,.171563,.211785,4,4,1,1,1,1,6,3
184,"BIZERT",1961,616,220,2,3,.0198658,2,0,0,1,0,2,16,.6357067,32,0,196,0,0,1,5,2,.000613,.030244,1,3,3,4,7,7,8,9
183,"Kuwait",1961,645,200,1,1,.0465368,1,-1,0,1,0,6,21,5.863633,126,-225,225,0,0,1,3,2,.001937,.039686,2,3,1,1,1,6,6,1
183,"KUWAIT",1961,645,690,1,1,.8980065,-1,0,0,0,.8980065,6,3,16.16412,18,0,9,1,0,0,3,6,.001937,.00022,2,1,1,1,6,6,6,2
188,"Breaku",1961,651,652,1,1,.7978882,-2,-2,0,0,.7978882,4,9,28.72397,36,-50,25,1,0,0,2,6,.005365,.001359,3,1,2,2,1,7,6,8
182,"PUSHTU",1961,700,770,2,3,.1378083,-1,0,0,0,0,1,4,.5512332,4,0,9,0,0,0,1,3,.001626,.010173,1,2,3,4,7,7,8,8
190,"GOA II",1961,750,235,3,4,.958994,1,2,0,0,0,21,2,40.27775,42,722,361,0,0,0,3,2,.046329,.001981,3,1,2,2,7,3,3,8
180,"PATHET",1961,816,2,1,1,.0179499,1,2,0,1,0,3,21,1.130843,63,648,324,0,0,1,3,2,.003871,.211785,1,4,1,1,8,6,6,8
186,"VIETCO",1961,816,2,1,1,.0179499,1,-1,0,1,0,3,21,1.130843,63,-324,324,0,0,1,3,2,.003871,.211785,1,4,1,1,1,6,6,8
180,"Pathet",1961,816,812,2,2,.8964798,-1,1,0,0,0,3,10,26.8944,30,49,49,0,0,0,2,4,.003871,.000447,1,1,3,3,8,7,8,8
186,"VIETCO",1961,816,817,1,1,.5620735,0,1,0,0,0,3,8,13.48976,24,25,25,0,0,0,3,4,.003871,.003016,1,1,2,3,8,7,3,8
196,"CUBAN",1962,2,365,3,4,.5462695,0,0,1,1,0,21,4,45.88664,84,0,289,0,1,1,5,5,.211314,.175517,4,4,1,1,6,6,3,6
191,"MALI/M",1962,600,435,2,3,.9671593,0,2,0,0,0,6,7,40.62069,42,2,1,0,0,0,3,3,.001767,.00006,2,1,2,2,7,1,3,3
195,"Yemen",1962,663,651,1,1,.0914795,0,-1,0,0,.0914795,2,4,.7318363,8,-4,4,1,0,0,1,2,.000554,.005502,1,3,4,4,7,8,8,8
195,"Yemen",1962,663,678,1,1,.6856436,-1,-1,0,0,.6856436,2,11,15.08416,22,-81,81,1,0,0,1,4,.000554,.000254,1,1,4,4,7,8,8,8
195,"YEMEN",1962,670,651,2,2,.1417876,0,0,0,0,.1417876,1,4,.5671502,4,0,9,1,0,0,2,2,.000909,.005502,2,3,4,3,7,7,6,8
195,"YEMEN",1962,670,678,2,2,.7815993,-1,0,0,0,.7815993,1,11,8.597592,11,0,100,1,0,0,2,4,.000909,.000254,2,1,4,3,7,7,8,8
194,"CHINA/",1962,710,750,3,4,.7104198,-1,0,0,0,0,3,20,42.62519,60,0,289,0,1,0,3,5,.115088,.046912,3,3,4,4,8,8,8,8
192,"TAIWAN",1962,713,710,2,2,.0583615,0,0,0,0,0,3,3,.5252534,9,0,0,0,0,1,3,3,.007133,.115088,1,3,1,1,6,6,6,3
193,"NAM TH",1962,816,2,1,1,.0182355,1,1,0,1,0,3,21,1.148839,63,324,324,0,0,1,3,2,.003925,.211314,1,4,3,3,7,4,6,9
193,"NAM TH",1962,816,800,1,1,.5535966,0,1,0,0,0,3,4,6.643159,12,1,1,0,0,0,3,4,.003925,.003165,1,1,3,3,7,4,6,9
198,"DOM. R",1963,41,42,2,3,.4097453,0,0,0,0,.4097453,2,8,6.555925,16,0,36,1,0,0,4,4,.00037,.000533,1,1,1,1,4,4,6,5
204,"DAHOME",1963,434,436,1,1,.4608939,-1,0,0,0,.4608939,13,4,23.96648,52,0,81,1,0,0,1,3,.000165,.000193,1,1,1,1,4,4,5,6
205,"BURUND",1963,516,517,1,1,.5102041,0,0,0,0,.5102041,8,6,24.4898,48,0,4,1,0,0,3,4,.000175,.000168,1,1,3,3,7,7,8,8
201,"KENYA/",1963,520,501,1,1,.2383073,0,0,0,0,0,18,13,55.76392,234,0,25,0,0,0,3,3,.000214,.000684,1,1,1,1,6,6,6,6
199,"ALGERI",1963,600,615,2,3,.5252184,0,0,0,0,.5252184,6,3,9.453931,18,0,9,1,0,0,3,3,.001864,.001685,2,2,3,3,7,7,8,6
202,"CYPRUS",1963,640,350,2,2,.733288,0,0,0,0,.733288,21,15,230.9857,315,0,36,1,0,0,2,2,.007547,.002745,2,2,1,1,4,4,3,7
202,"CyprusI",1963,640,352,2,2,.9905499,-1,0,0,0,0,21,19,395.2294,399,0,4,0,0,0,2,4,.007547,.000072,2,1,3,3,7,7,8,8
197,"MALAYS",1963,850,820,1,1,.8988677,-2,0,0,0,0,6,21,113.2573,126,0,225,0,0,0,2,6,.012781,.001438,3,1,1,1,1,1,6,3
210,"Gulf o",1964,2,816,2,2,.9812034,-2,0,1,0,0,21,3,61.81581,63,0,324,0,1,0,2,5,.206873,.003963,4,2,2,3,8,8,8,8
208,"OGADEN",1964,520,530,1,1,.1163636,0,0,0,0,.1163636,18,2,4.189091,36,0,256,1,0,0,3,3,.000224,.001701,1,2,3,3,7,7,8,8
203,"JORDAN",1964,652,666,1,1,.5048653,0,0,0,0,0,4,21,42.40868,84,0,289,0,0,0,1,1,.001349,.001323,1,2,1,1,5,5,4,4
212,"YEMEN",1964,670,651,2,2,.1302397,0,0,0,0,.1302397,1,4,.5209588,4,0,9,1,0,0,2,2,.001016,.006785,2,3,4,3,7,7,8,8
212,"YEMEN",1964,670,678,2,2,.7968628,-1,0,0,0,.7968628,1,11,8.765491,11,0,100,1,0,0,2,4,.001016,.000259,2,1,4,3,7,7,8,8
210,"GULF O",1964,816,2,2,2,.0187966,2,-2,0,1,0,4,21,1.578914,84,-578,289,0,0,1,5,2,.003963,.206873,1,4,3,4,6,8,8,1
216,"KASHMI",1965,710,750,1,1,.6912282,0,1,1,0,0,2,20,27.64913,40,324,324,0,1,0,3,3,.116192,.051903,3,2,1,1,6,1,3,3
216,"KASHMI",1965,770,750,2,3,.176352,0,0,0,0,0,14,20,49.37857,280,0,36,0,0,0,3,3,.011113,.051903,2,2,4,3,7,7,8,8
214,"RANN O",1965,770,750,2,3,.176352,0,0,0,0,0,14,20,49.37857,280,0,36,0,0,0,3,3,.011113,.051903,2,2,3,2,3,3,8,8
213,"Pleiku",1965,816,2,2,3,.0192396,1,0,0,1,0,3,21,1.212092,63,0,324,0,0,1,3,2,.004002,.204007,2,4,3,4,7,7,8,8
219,"YEMEN",1966,651,670,2,3,.8636027,0,0,0,0,.8636027,4,1,3.454411,4,0,9,1,0,0,2,2,.00699,.001104,2,2,4,3,7,7,8,8
220,"EL SAM",1966,663,666,2,2,.2992701,2,0,0,0,0,2,21,12.56934,42,0,361,0,0,0,5,1,.000615,.00144,1,2,2,4,8,8,8,8
219,"Yemen",1966,678,670,2,3,.2051836,1,0,0,0,.2051836,8,1,1.641469,8,0,49,1,0,0,4,2,.000285,.001104,1,2,4,4,7,7,8,8
221,"CHE GU",1967,40,145,1,1,.820282,-1,0,0,0,0,4,7,22.9679,28,0,9,0,0,0,2,4,.002734,.000599,1,1,3,3,7,7,6,8
223,"CYPRUS",1967,352,640,1,1,.0076733,1,0,0,0,0,18,20,2.762376,360,0,4,0,0,0,4,2,.000062,.008018,2,2,1,1,6,6,2,3
222,"SIX DA",1967,365,2,1,1,.4355911,0,0,1,1,0,4,21,36.58965,84,0,289,0,1,1,2,2,.163784,.21222,4,4,1,1,6,4,6,3
222,"SIX DA",1967,651,666,1,1,.819725,-1,0,0,0,0,4,20,65.578,80,0,256,0,0,0,3,6,.006857,.001508,3,2,4,3,7,7,8,8
222,"Six Da",1967,652,666,1,1,.4792818,-1,1,0,0,0,4,21,40.25967,84,289,289,0,0,0,3,6,.001388,.001508,1,2,4,4,8,7,8,8
222,"Six Da",1967,663,666,1,1,.318264,-1,1,0,0,0,2,21,13.36709,42,361,361,0,0,0,3,6,.000704,.001508,1,2,4,4,8,7,8,8
222,"SIX DA",1967,666,365,3,4,.0091232,2,0,0,1,0,20,4,.7298598,80,0,256,0,0,1,6,2,.001508,.163784,2,4,1,1,6,6,3,8
228,"ESSEQU",1968,101,110,2,2,.9797627,0,1,0,0,0,17,12,199.8716,204,25,25,0,0,0,3,3,.002808,.000058,2,1,1,1,6,1,6,3
227,"PRAGUE",1968,365,315,3,4,.9411595,-1,2,1,0,.9411595,4,4,15.05855,16,0,0,1,1,0,2,4,.163422,.010217,4,1,1,1,7,1,3,8
231,"Pre-Wa",1968,651,666,1,1,.8236311,0,0,0,0,0,4,21,69.18501,84,0,289,0,0,0,5,5,.007145,.00153,3,3,2,4,8,8,8,8
226,"KARAME",1968,663,666,2,2,.327768,2,0,0,0,0,2,20,13.11072,40,0,324,0,0,0,5,1,.000746,.00153,1,3,3,4,7,7,8,8
229,"BEIRUT",1968,666,660,2,2,.7731177,-1,2,0,0,0,20,13,201.0106,260,98,49,0,0,0,2,4,.00153,.000449,2,1,2,2,7,3,6,1
224,"PUEBLO",1968,731,2,3,4,.0261476,0,0,0,1,0,2,21,1.098199,42,0,361,0,0,1,1,2,.005625,.2095,1,4,1,1,4,4,6,8
224,"PUEBLO",1968,731,732,1,1,.3756512,-1,3,0,0,0,2,8,6.010418,16,108,36,0,0,0,1,4,.005625,.009349,1,1,1,1,8,1,3,8
235,"FOOTBA",1969,92,91,2,2,.5514184,-1,0,0,0,.5514184,11,10,60.65602,110,0,1,1,0,0,1,3,.000311,.000253,1,1,4,3,7,7,8,8
234,"SHATT-",1969,645,630,1,1,.2855503,0,0,0,0,.2855503,4,1,1.142201,4,0,9,1,0,0,3,3,.002239,.005602,2,3,1,1,6,6,3,3
232,"War of",1969,651,666,1,1,.8046892,0,0,0,1,0,4,21,67.59389,84,0,289,0,0,0,3,3,.007173,.001741,3,3,4,3,7,7,8,8
236,"CAIRO",1969,652,660,2,3,.7574961,-1,-1,0,0,.7574961,4,13,39.38979,52,-81,81,1,0,0,2,4,.00144,.000461,2,1,3,3,4,7,8,8
231,"USSURI",1969,710,365,2,2,.4198242,0,0,1,1,0,2,4,3.358593,8,0,4,0,1,1,3,3,.117594,.162509,3,4,3,3,7,7,8,8
233,"EC-121",1969,731,2,2,2,.0263455,1,1,0,1,0,2,21,1.106512,42,361,361,0,0,1,4,2,.00548,.202525,1,4,1,1,7,6,6,8
240,"CONAKR",1970,235,438,1,1,.9092013,-1,3,0,0,0,2,2,3.636805,4,0,0,0,0,0,2,4,.002994,.000299,2,1,3,3,8,1,8,8
238,"BLACK",1970,652,663,1,1,.6519964,-1,0,0,0,.6519964,2,2,2.607985,4,0,0,1,0,0,2,4,.001437,.000767,2,1,4,3,7,7,8,8
232,"War of",1970,666,365,1,1,.0112094,1,0,1,1,0,21,4,.9415891,84,0,289,0,0,1,3,2,.001873,.165219,3,4,2,2,7,7,8,6
232,"War of",1970,666,651,1,1,.2041417,0,0,1,0,0,21,4,17.1479,84,0,289,0,0,0,3,3,.001873,.007302,3,3,4,3,7,7,8,8
237,"INVASI",1970,816,811,2,2,.7887877,-1,0,0,0,0,4,2,6.310301,8,0,4,0,0,0,2,4,.005023,.001345,2,1,4,4,8,8,8,8
245,"TANZAN",1971,510,500,2,2,.5717185,-1,0,0,0,.5717185,4,4,9.147496,16,0,0,1,0,0,2,4,.000845,.000633,2,1,1,1,4,4,6,6
244,"Capriv",1971,551,560,2,2,.0888313,0,-3,0,0,0,11,15,14.65717,165,-48,16,0,0,0,3,4,.000583,.00598,1,3,2,2,1,8,8,3
243,"Chad/L",1971,620,220,1,1,.0230306,0,0,0,1,0,4,19,1.750325,76,0,225,0,0,1,3,4,.000566,.02401,2,3,1,1,7,7,2,3
243,"CHAD/L",1971,620,483,1,1,.7004951,-1,0,0,0,.7004951,4,2,5.603961,8,0,4,1,0,0,2,4,.000566,.000242,2,1,1,1,4,4,3,3
242,"BANGLA",1971,750,770,3,4,.8530778,0,0,0,0,0,21,14,250.8049,294,0,49,0,0,0,5,6,.050155,.008638,2,2,4,4,8,8,8,8
247,"TANZAN",1972,510,500,1,1,.5638367,-1,-2,0,0,.5638367,4,4,9.021387,16,0,0,1,0,0,2,4,.00087,.000673,2,1,3,3,3,7,8,6
288,"Chad/L",1972,620,483,3,4,.7175926,0,2,0,0,.7175926,4,2,5.740741,8,8,4,1,0,0,3,4,.00062,.000244,3,1,2,3,7,1,2,8
248,"NORTH/",1972,678,680,2,2,.6304676,0,0,0,0,0,8,5,25.2187,40,0,9,0,0,0,3,3,.000418,.000245,1,1,4,3,7,7,8,8
255,"OCT. Y",1973,365,2,1,1,.4945872,0,0,1,1,0,4,21,41.54533,84,0,289,0,1,1,2,2,.166666,.170314,4,4,1,1,6,4,6,3
254,"COD WA",1973,395,200,2,3,.0011863,0,0,0,1,.0011863,21,21,.5231499,441,0,0,1,0,1,1,1,.000034,.028627,1,3,2,2,4,4,6,3
250,"Zambia",1973,551,560,1,1,.0965971,-1,-1,0,0,0,2,15,2.897914,30,-169,169,0,0,0,1,4,.000616,.005761,1,2,2,2,7,8,5,8
252,"IRAQ I",1973,645,690,1,1,.8670061,0,2,0,0,.8670061,4,3,10.40407,12,2,1,1,0,0,3,3,.002725,.000418,2,1,2,2,7,1,8,8
255,"OCT. Y",1973,651,666,2,3,.7166739,-1,0,0,1,0,4,20,57.33391,80,0,256,0,0,0,3,6,.008274,.003271,3,3,4,3,7,7,8,8
253,"ISRAEL",1973,651,666,2,2,.7166739,-1,0,0,1,0,4,20,57.33391,80,0,256,0,0,0,3,5,.008274,.003271,3,3,1,1,6,6,6,6
255,"Oct. Y",1973,652,666,1,1,.3663309,-1,0,0,1,0,2,21,15.3859,42,0,361,0,0,0,3,6,.001891,.003271,3,3,4,3,7,7,8,8
255,"OCT. Y",1973,666,365,2,3,.0192483,2,0,1,1,0,20,4,1.539865,80,0,256,0,0,1,6,2,.003271,.166666,3,4,1,1,6,4,6,3
256,"OMAN/S",1973,680,698,1,1,.5766423,0,1,0,0,0,5,1,2.883212,5,16,16,0,0,0,3,3,.000237,.000174,1,1,3,3,8,7,8,8
257,"Cyprus",1974,350,352,3,4,.9472313,-2,3,0,0,0,4,21,79.56743,84,867,289,0,0,0,2,5,.002908,.000162,2,1,2,4,8,1,2,8
257,"CYPRUS",1974,350,640,1,1,.2618876,0,0,0,0,.2618876,4,20,20.95101,80,0,256,1,0,0,2,2,.002908,.008196,2,2,4,3,7,7,8,8
257,"CYPRUS",1974,640,352,3,4,.9806173,-2,0,0,0,0,20,21,411.8593,420,0,1,0,0,0,2,5,.008196,.000162,2,1,4,3,7,7,6,8
262,"BELIZE",1975,90,200,1,1,.0199947,1,0,0,1,0,8,21,3.359118,168,0,169,0,0,1,3,2,.000533,.026124,1,3,1,1,6,6,6,6
263,"COD WA",1975,395,200,2,3,.0012234,0,0,0,1,.0012234,21,21,.539532,441,0,0,1,0,1,1,1,.000032,.026124,1,3,2,2,6,6,6,6
260,"War in",1975,490,540,1,1,.7820268,0,1,0,0,0,2,4,6.256214,8,4,4,0,0,0,4,4,.002454,.000684,2,2,4,3,8,7,8,8
261,"Morocc",1975,600,230,2,3,.1619693,1,1,0,0,0,2,4,1.295755,8,4,4,0,0,0,3,1,.002293,.011864,2,2,1,1,4,1,2,6
261,"Morocc",1975,600,615,2,2,.5245939,1,0,0,0,.5245939,2,2,2.098376,4,0,0,1,0,0,3,2,.002293,.002078,2,2,3,3,8,8,8,6
261,"Morocc",1975,615,435,3,4,.9615918,-1,0,0,0,.9615918,2,4,7.692735,8,0,4,1,0,0,2,3,.002078,.000083,2,1,3,3,8,8,8,8
259,"MAYAGU",1975,811,2,1,1,.0062846,2,0,0,1,0,6,21,.7918566,126,0,225,0,0,1,5,2,.000969,.153218,1,4,3,4,8,8,8,8
264,"East T",1975,850,235,3,4,.785777,1,3,0,0,0,4,20,62.86216,80,768,256,0,0,0,3,2,.011624,.003169,3,1,4,4,8,1,3,8
266,"UGANDA",1976,500,501,1,1,.4582822,0,0,0,0,0,4,4,7.332515,16,0,0,0,0,0,3,3,.000747,.000883,1,2,1,1,1,1,3,3
267,"Operat",1976,541,552,3,4,.4533844,-1,-1,0,0,0,4,15,27.20307,60,-121,121,0,0,0,1,4,.00071,.000856,1,2,3,3,7,8,8,9
276,"Operat",1976,571,552,3,4,.0499445,-1,-1,0,0,0,21,15,15.73252,315,-36,36,0,0,0,1,4,.000045,.000856,1,2,2,2,6,7,8,8
271,"SUDAN",1976,620,625,1,1,.4203486,-1,1,0,0,.4203486,4,4,6.725578,16,0,0,1,0,0,2,4,.001037,.00143,2,1,2,3,8,7,3,1
272,"AEGEAN",1976,640,350,1,1,.7242761,-1,0,0,0,.7242761,20,19,275.2249,380,0,1,1,0,0,1,3,.008855,.003371,2,2,1,1,4,4,6,6
269,"IRAQI",1976,645,652,2,2,.5490226,-1,0,0,0,.5490226,4,2,4.392181,8,0,4,1,0,0,2,4,.003567,.00293,2,2,1,1,6,6,6,6
275,"SYRIA",1976,652,666,2,2,.4772764,0,0,0,1,0,2,20,19.09106,40,0,324,0,0,0,2,2,.00293,.003209,2,3,1,1,6,6,6,6
270,"ENTEBB",1976,666,500,3,4,.8111729,2,0,1,0,0,20,4,64.89383,80,0,256,0,0,0,5,1,.003209,.000747,3,1,2,4,8,8,8,8
274,"POPLAR",1976,731,2,2,3,.0422242,0,0,0,1,0,2,21,1.773414,42,0,361,0,0,1,2,2,.006703,.152045,2,4,1,1,6,6,6,2
279,"BELIZE",1977,90,200,1,1,.0221767,1,0,0,1,0,8,21,3.725686,168,0,169,0,0,1,3,2,.000563,.024824,1,3,1,1,4,4,6,6
287,"BEAGLE",1977,160,155,2,2,.7229324,0,0,0,0,.7229324,2,4,5.783459,8,0,4,1,0,0,3,3,.006617,.002536,2,2,1,1,4,4,6,6
282,"OGADEN",1977,520,530,1,1,.1712329,0,0,0,0,.1712329,4,4,2.739726,16,0,0,1,0,0,3,3,.00045,.002178,1,2,4,3,7,7,8,8
277,"SHABA",1977,540,490,1,1,.2527404,0,0,0,0,0,4,2,2.021923,8,0,4,0,0,0,3,4,.000807,.002386,2,2,3,3,7,7,8,8
283,"Rhodes",1977,551,552,3,4,.4362113,-1,0,0,0,0,2,15,13.08634,30,0,169,0,0,0,1,4,.000677,.000875,1,2,3,2,7,7,8,8
285,"FRENCH",1977,615,220,1,1,.0895073,0,0,0,1,0,2,18,3.222261,36,0,256,0,0,1,1,1,.002287,.023264,1,3,1,1,4,4,6,3
281,"Egypt/",1977,651,620,2,3,.8935701,0,0,0,0,.8935701,5,4,17.8714,20,0,1,1,0,0,1,1,.008505,.001013,3,2,3,3,7,7,8,8
284,"VIETNA",1977,816,811,3,4,.9068884,-1,0,0,0,0,4,4,14.51021,16,0,0,0,0,0,3,6,.011454,.001176,1,1,4,3,7,7,8,8
294,"NICARA",1978,94,93,1,1,.404908,-1,-1,0,0,.404908,21,3,25.5092,63,-324,324,1,0,0,1,4,.000198,.000291,1,1,3,3,7,8,8,8
295,"BEAGLE",1978,160,155,2,2,.7215163,0,0,0,0,.7215163,2,4,5.77213,8,0,4,1,0,0,3,3,.006643,.002564,3,2,1,1,4,4,6,6
296,"FALL O",1978,500,510,1,1,.4042887,0,0,0,0,.4042887,4,4,6.468619,16,0,0,1,0,0,4,3,.000773,.001139,1,2,4,4,8,8,8,8
292,"SHABA",1978,540,211,1,1,.115665,0,0,0,0,0,4,21,9.715858,84,0,289,0,0,0,1,2,.000841,.00643,2,2,3,4,8,8,8,8
292,"SHABA",1978,540,220,1,1,.0354703,0,0,0,1,0,4,19,2.69574,76,0,225,0,0,1,1,2,.000841,.022869,2,3,3,4,8,8,8,8
292,"SHABA",1978,540,490,1,1,.2659709,-1,0,0,0,0,4,2,2.127767,8,0,4,0,0,0,1,4,.000841,.002321,2,2,3,3,7,7,8,8
291,"Cassin",1978,540,560,2,2,.1062003,1,0,0,0,0,4,15,6.372017,60,0,121,0,0,0,3,2,.000841,.007078,2,3,3,3,7,7,8,8
288,"Chad-L",1978,620,220,2,3,.0638968,0,0,0,1,0,4,19,4.856161,76,0,225,0,0,1,2,2,.001561,.022869,2,3,1,1,6,6,6,1
288,"Chad/L",1978,620,483,2,3,.8530055,-1,1,0,0,.8530055,4,2,6.824044,8,4,4,1,0,0,2,3,.001561,.000269,3,1,4,3,8,7,8,8
289,"Litani",1978,660,666,2,2,.1311793,1,-3,0,1,0,,21,,,,,0,0,0,3,2,.000406,.002689,1,3,3,3,1,8,8,8
284,"VIETNA",1978,811,800,1,1,.1762067,0,3,0,0,0,4,13,9.162749,52,243,81,0,0,0,3,3,.000982,.004591,1,1,2,2,8,1,3,8
294,"NICARA",1979,94,93,3,4,.3563636,-1,0,0,0,.3563636,21,3,22.45091,63,0,324,1,0,0,1,4,.000196,.000354,1,1,2,3,7,7,8,3
303,"AFGHAN",1979,365,2,2,2,.5357603,0,0,1,1,0,4,21,45.00386,84,0,289,0,1,1,2,2,.168982,.146424,4,4,1,1,4,4,6,8
303,"AFGHAN",1979,365,700,3,4,.9911782,-1,0,1,0,.9911782,4,4,15.85885,16,0,0,1,1,0,2,4,.168982,.001504,4,1,3,4,8,8,8,8
303,"AFGHAN",1979,365,770,2,2,.9483035,0,3,1,0,0,4,4,15.17286,16,0,0,0,1,0,2,2,.168982,.009212,4,2,1,1,8,1,2,8
296,"FALL O",1979,510,620,3,4,.4553602,1,0,0,0,.4553602,4,4,7.285764,16,0,0,1,0,0,3,2,.001321,.00158,2,2,3,4,8,8,8,8
300,"Raids",1979,540,552,2,2,.46911,-1,-1,0,0,0,4,15,28.1466,60,-121,121,0,0,0,1,4,.000896,.001014,2,2,1,1,7,8,8,8
307,"Rhodes",1979,571,552,3,4,.0567442,-1,0,0,0,0,21,15,17.87442,315,0,36,0,0,0,1,4,.000061,.001014,1,2,3,3,7,7,8,8
304,"CHAD/L",1979,620,220,2,3,.0633393,0,0,0,1,0,4,19,4.81379,76,0,225,0,0,1,2,2,.00158,.023365,3,3,4,3,7,7,8,8
304,"CHAD/L",1979,620,483,2,3,.854516,-1,0,0,0,.854516,4,2,6.836128,8,0,4,1,0,0,2,4,.00158,.000269,3,1,4,3,7,7,8,8
304,"CHAD/L",1979,620,483,2,3,.854516,-1,0,0,0,.854516,4,4,13.67226,16,0,0,1,0,0,2,4,.00158,.000269,3,1,4,3,7,7,8,8
309,"US HOS",1979,630,2,2,3,.0561207,1,0,0,1,.0561207,5,21,5.892671,105,0,256,1,0,1,4,2,.008706,.146424,2,4,1,1,4,4,8,3
301,"NORTH/",1979,680,678,2,3,.3409091,0,0,0,0,0,4,4,5.454545,16,0,0,0,0,0,3,3,.000315,.000609,1,1,4,3,7,7,8,8
298,"SINO/V",1979,710,816,1,1,.8868557,-2,0,1,0,0,4,4,14.18969,16,0,0,0,1,0,2,5,.119706,.015272,3,3,4,4,8,8,8,8
311,"RAID O",1980,220,620,3,4,.9414602,-1,0,1,0,0,19,4,71.55097,76,0,225,0,1,0,2,4,.024204,.001505,3,2,1,1,6,6,6,6
315,"SOLIDA",1980,365,290,1,1,.9150957,-1,1,1,0,.9150957,4,5,18.30191,20,1,1,1,1,0,2,4,.168298,.015615,4,2,1,1,6,1,2,7
320,"E. AFR",1980,520,530,2,3,.1675226,0,0,0,0,.1675226,4,4,2.680362,16,0,0,1,0,0,3,3,.000685,.003404,1,2,1,1,1,1,3,3
323,"Mozamb",1980,541,560,2,2,.0973462,-1,-3,0,0,0,3,15,4.380579,45,-432,144,0,0,0,1,4,.000818,.007585,1,3,2,2,1,8,8,2
312,"OPERAT",1980,615,600,1,1,.4863502,0,-1,0,0,.4863502,2,6,5.836203,12,-16,16,1,0,0,3,3,.002797,.002954,2,3,3,4,7,8,8,8
316,"LIBYA/",1980,620,338,2,3,.9519292,0,1,0,0,0,4,,,,,,0,0,0,3,3,.001505,.000076,2,1,1,1,6,1,3,6
318,"LIBYAN",1980,620,420,1,1,.9722222,-1,0,0,0,.9722222,4,21,81.66666,84,0,289,1,0,0,2,4,.001505,.000043,2,1,1,1,6,4,3,3
311,"RAID O",1980,620,616,1,1,.666224,-1,-1,0,0,.666224,4,2,5.329792,8,-4,4,1,0,0,2,4,.001505,.000754,2,1,3,3,6,7,3,2
317,"ONSET",1980,645,630,2,2,.3776443,0,0,0,0,.3776443,2,5,3.776443,10,0,9,1,0,0,3,3,.004463,.007355,3,3,4,4,8,8,8,8
319,"JORDAN",1980,652,663,1,1,.7786965,-1,0,0,0,.7786965,2,1,1.557393,2,0,1,1,0,0,2,4,.003202,.00091,2,1,1,1,6,6,6,6
326,"CONTRA",1981,91,93,2,3,.4151351,-1,0,0,0,.4151351,10,6,24.90811,60,0,16,1,0,0,1,4,.000384,.000541,1,1,2,2,1,1,3,3
322,"ECUADO",1981,130,135,3,4,.2429828,0,0,0,0,.2429828,20,18,87.47382,360,0,4,1,0,0,3,3,.00116,.003614,1,2,2,3,7,7,8,8
328,"CAMERO",1981,471,475,1,1,.0894752,-1,0,0,0,.0894752,3,18,4.831663,54,0,225,1,0,0,1,3,.000607,.006177,1,3,1,1,1,1,3,3
330,"Gulf o",1981,620,2,1,1,.00666,1,-1,0,1,0,4,21,.5594368,84,-289,289,0,0,1,3,2,.00098,.146168,2,4,2,2,6,7,6,6
324,"IRAQ N",1981,666,645,3,4,.3674616,0,3,1,0,0,20,2,14.69846,40,972,324,0,0,0,6,5,.003205,.005517,3,3,2,4,8,1,1,1
327,"AL-BIQ",1981,666,652,1,1,.508085,0,0,1,0,0,20,2,20.3234,40,0,324,0,0,0,2,2,.003205,.003103,3,3,2,2,7,7,6,8
336,"FALKLA",1982,160,200,1,1,.2574296,0,0,0,1,0,3,21,16.21806,63,0,324,0,0,1,3,3,.007337,.021164,3,3,4,3,7,7,6,8
338,"OGADEN",1982,530,520,2,2,.8219882,0,1,0,0,.8219882,4,4,13.15181,16,0,0,1,0,0,3,3,.0032,.000693,2,1,3,3,8,7,6,8
339,"Lesoth",1982,570,560,2,2,.0083715,0,-3,0,0,0,4,15,.5022891,60,-363,121,0,0,0,3,4,.000064,.007581,1,3,2,2,1,8,8,3
337,"WAR IN",1982,666,652,2,3,.5466115,-1,0,1,0,0,20,2,21.86446,40,0,324,0,0,0,2,3,.003565,.002957,3,3,4,3,7,7,8,8
337,"WAR IN",1982,666,660,2,2,.8848349,-1,2,1,0,0,20,16,283.1472,320,32,16,0,0,0,2,3,.003565,.000464,3,1,3,3,7,1,3,8
343,"INVASI",1983,2,55,3,4,.9999282,-1,0,1,0,0,21,,,,,,0,1,0,2,4,.139328,1.00e-05,4,1,3,2,7,7,3,8
341,"CHAD/N",1983,483,475,1,1,.04107,0,0,0,0,.04107,4,18,2.957042,72,0,196,1,0,0,3,3,.000261,.006094,1,3,3,3,7,7,8,8
346,"ETHIOP",1983,530,625,1,1,.6717063,-1,-1,0,0,.6717063,4,4,10.7473,16,0,0,1,0,0,1,4,.00311,.00152,2,1,1,1,1,6,6,2
